ubicacion,lugar_especifico,fuente,rating,comentario,fecha_resena,comentario_limpio,n_palabras,es_spam,idioma,idioma_det,comentario_nlp,n_palabras_nlp
La Paz,,trip,,arrepentirse de haber reservado el tour a la isla espíritu tours habló hombre malecón tiburón ballena firmado tour a la isla espíritu se supone que incluye snorkel tres diferentes dijo tres snorkel iría a ver leones islotes ya que podría hacer snorkel de todos modos temporada de apareamiento día siguiente tour del día nosotros ven temprano llegar temprano seguro desde que terminó sentado casi una hora salir temprano tour grande esperando buen snorkel primer lugar para bucear pez impresionante nada sorprendente pensamiento todavía quedan dos lugares para bucear sorprendido izquierda isla espíritu en dirección a la playa almuerzo almuerzo sentado alrededor de la playa en dirección hacia atrás paz parada pájaro cubierto de roca dijo podía ir a bucear fuerte mirada de pájaro como lugar para bucear barcos gente buceando roca cubierta hecho el lugar para bucear nos ofreció la oportunidad bucear podría decir que nos dio la oportunidad sabiendo que nadie querría bucear agua se dirigió paz bastante en su lugar bucear tres consiguieron bucear en un lugar hacer bucear también vi pequeña isla de espíritu creo que hizo incluso isla pensé dar ver islotes de leones hecho de bucear hizo ver islotes de leones absolutamente nada,,arrepentirse de haber reservado el tour a la isla espíritu tours habló hombre malecón tiburón ballena firmado tour a la isla espíritu se supone que incluye snorkel tres diferentes dijo tres snorkel iría a ver leones islotes ya que podría hacer snorkel de todos modos temporada de apareamiento día siguiente tour del día nosotros ven temprano llegar temprano seguro desde que terminó sentado casi una hora salir temprano tour grande esperando buen snorkel primer lugar para bucear pez impresionante nada sorprendente pensamiento todavía quedan dos lugares para bucear sorprendido izquierda isla espíritu en dirección a la playa almuerzo almuerzo sentado alrededor de la playa en dirección hacia atrás paz parada pájaro cubierto de roca dijo podía ir a bucear fuerte mirada de pájaro como lugar para bucear barcos gente buceando roca cubierta hecho el lugar para bucear nos ofreció la oportunidad bucear podría decir que nos dio la oportunidad sabiendo que nadie querría bucear agua se dirigió paz bastante en su lugar bucear tres consiguieron bucear en un lugar hacer bucear también vi pequeña isla de espíritu creo que hizo incluso isla pensé dar ver islotes de leones hecho de bucear hizo ver islotes de leones absolutamente nada,198,False,es,es,arrepentirse reservado tour isla espíritu tour hablar hombre malecón tiburón ballena firmar tour isla espíritu suponer incluir snorkel diferente decir snorkel ir ver león islote poder snorkel modo temporada apareamiento siguiente tour del ver temprano llegar temprano seguro terminar sentar hora salir temprano tour grande esperar bueno snorkel bucear pez impresionante nada sorprendente pensamiento quedar bucear sorprender izquierda isla espíritu dirección playa almuerzo almuerzo sentar alrededor playa dirección atrás paz parada pájaro cubierto roca decir poder bucear fuerte mirada pájaro bucear barco gente bucear roca cubierta bucear ofrecer oportunidad bucear poder decir dar oportunidad saber nadie querer bucear agua dirigir paz bucear conseguir bucear bucear pequeño isla espíritu crear hacer incluso isla pensar dar ver islote león bucear hacer ver islote león absolutamente nada,124
La Paz,,trip,,tours reservados nos intentaron dar pesos pensé que regresaría listo abordar el barco seguía diciendo que finalmente me dijeron que los operadores lograron devolvernos los pesos dinero completo precios más baratos largo plazo día de regreso habría reservado la compañía,,tours reservados nos intentaron dar pesos pensé que regresaría listo abordar el barco seguía diciendo que finalmente me dijeron que los operadores lograron devolvernos los pesos dinero completo precios más baratos largo plazo día de regreso habría reservado la compañía,40,True,es,otro,,0
La Paz,,trip,,guía increíble área de nosotros las focas se tomaron el tiempo todos también se tomaron el tiempo parar escuchar el área de vida silvestre podría experimentar altamente lo recomiendo,,guía increíble área de nosotros las focas se tomaron el tiempo todos también se tomaron el tiempo parar escuchar el área de vida silvestre podría experimentar altamente lo recomiendo,29,False,es,es,guía increíble área foca tomar tiempo tomar tiempo parar escuchar área vida silvestre poder experimentar altamente recomendar,17
La Paz,,trip,,Un día increíble de vida fantástico paseo en barco snorkeling almuerzo playa remota increíble vida marina alrededor incluidos leones operadores turísticos conocen bien la zona dan vida diurna maravilloso cuerpo de agua,,un día increíble de vida fantástico paseo en barco snorkeling almuerzo playa remota increíble vida marina alrededor incluidos leones operadores turísticos conocen bien la zona dan vida diurna maravilloso cuerpo de agua,32,False,es,es,increíble vida fantástico paseo barco snorkeling almuerzo playa remoto increíble vida marina alrededor incluir león operador turístico conocer zona dar vida diurno maravilloso cuerpo agua,25
La Paz,,trip,,uno lugares hermosos isla espíritu santo playas increíbles increíbles áreas de acceso remoto aunque el acceso en barco requiere totalmente vale la pena una experiencia natural impresionante,,uno lugares hermosos isla espíritu santo playas increíbles increíbles áreas de acceso remoto aunque el acceso en barco requiere totalmente vale la pena una experiencia natural impresionante,27,False,es,es,hermoso isla espíritu santo playa increíble increíble área acceso remoto acceso barco requerir totalmente vale pena experiencia natural impresionante,19
La Paz,,trip,,servicio de guía de pesca reservado viaje de buceo ir isla espíritu santo agua áspera isla capaz ver piqueros de patas azules leones cachorros aves fragata buceo prístino coral vivo muchos peces tropicales tratar,,servicio de guía de pesca reservado viaje de buceo ir isla espíritu santo agua áspera isla capaz ver piqueros de patas azules leones cachorros aves fragata buceo prístino coral vivo muchos peces tropicales tratar,34,False,es,es,servicio guía pesca reservado viaje buceo isla espíritu santo agua áspero isla capaz ver piqueros pata azular león cachorro ave fragata buceo prístino coral vivo pecar tropical tratar,28
La Paz,,trip,,"una experiencia increíble, alguna vez he ido al restaurante, restaurante, también excelente comida, isla, naturaleza increíble, conoce el restaurante, practica snorkel, chicos geniales, guías, muy recomendable.",,una experiencia increíble alguna vez he ido al restaurante restaurante también excelente comida isla naturaleza increíble conoce el restaurante practica snorkel chicos geniales guías muy recomendable,26,False,es,es,experiencia increíble alguno ir restaurante restaurante excelente comida isla naturaleza increíble conocer restaurante practicar snorkel chico genial guía recomendable,19
La Paz,,trip,,fue espíritu grupo actividad de snorkel sentirse seguro experiencia pronto cayó largo camino de regreso grupo asustadizo leones macho rocas nadar fuertemente grupo se sintió aislado guía de natación parecía interesado volvería fácil apoyo finalizar visita planeada incluir espíritu snorkel decepcionado compañía de viajes revisión seguridad todavía pregunta regresar fácil habló agua terminar evitar compañía hacer snorkel fuerte,,fue espíritu grupo actividad de snorkel sentirse seguro experiencia pronto cayó largo camino de regreso grupo asustadizo leones macho rocas nadar fuertemente grupo se sintió aislado guía de natación parecía interesado volvería fácil apoyo finalizar visita planeada incluir espíritu snorkel decepcionado compañía de viajes revisión seguridad todavía pregunta regresar fácil habló agua terminar evitar compañía hacer snorkel fuerte,58,False,es,es,espíritu grupo actividad snorkel sentirse seguro experiencia pronto caer largo camino regreso grupo asustadizo león macho roca nadar fuertemente grupo sentir aislar guía natación parecer interesado volverse fácil apoyo finalizar visita planear incluir espíritu snorkel decepcionar compañía viaje revisión seguridad pregunta regresar fácil hablar agua terminar evitar compañía snorkel fuerte,50
La Paz,,trip,,fantástica aventura de medio día ballenas aguas poco profundas a menudo guías tempranos fantástico comprobar agua libro turbio ballenas turbias muy cerca poco quiero encuentro cercano definitivamente tours mejor,,fantástica aventura de medio día ballenas aguas poco profundas a menudo guías tempranos fantástico comprobar agua libro turbio ballenas turbias muy cerca poco quiero encuentro cercano definitivamente tours mejor,29,False,es,es,fantástico aventura medio ballena agua profundar menudo guía temprano fantástico comprobar agua libro turbio ballena turbia cerca querer encuentro cercano definitivamente tour mejor,23
La Paz,,trip,,espíritu santo isla islotes extrañé a alguien océano abundante vida silvestre fletado baja pasó cinco días cuatro noches islas recorrido por focas islotes bucear paz gran guía las focas vienen bien atardeceres bucear con esnórquel calas increíbles trajes de neopreno capaz de permanecer agua horas sol cálido como el océano bucear con esnórquel belleza natural lugar de señorita,,espíritu santo isla islotes extrañé a alguien océano abundante vida silvestre fletado baja pasó cinco días cuatro noches islas recorrido por focas islotes bucear paz gran guía las focas vienen bien atardeceres bucear con esnórquel calas increíbles trajes de neopreno capaz de permanecer agua horas sol cálido como el océano bucear con esnórquel belleza natural lugar de señorita,58,False,es,es,espíritu santo isla islote extrañar alguien océano abundante vida silvestre fletar baja pasar noche isla recorrido foca islote bucear paz gran guía foca venir atardecer bucear esnórquel cala increíble traje neopreno capaz permanecer agua hora sol cálido océano bucear esnórquel belleza natural señorito,43
La Paz,,trip,,isla espíritu santo isla habitada leones tour firmado nadar leones en vivo tomaron tours en botes más pequeños hora maravillosa hora tour da oportunidad snorkel leones almuerzo hermosa playa aprender un poco de historia a lo largo del camino izquierda alquiler de bote traje de neopreno lo haría desde el agua fría llegó a la isla leones por todas partes rocas toque de agua bebés bebé venga poner cabeza hembra nadar atrás bebé quería jugar experiencia maravillosa recomendaría,,isla espíritu santo isla habitada leones tour firmado nadar leones en vivo tomaron tours en botes más pequeños hora maravillosa hora tour da oportunidad snorkel leones almuerzo hermosa playa aprender un poco de historia a lo largo del camino izquierda alquiler de bote traje de neopreno lo haría desde el agua fría llegó a la isla leones por todas partes rocas toque de agua bebés bebé venga poner cabeza hembra nadar atrás bebé quería jugar experiencia maravillosa recomendaría,78,False,es,es,isla espíritu santo isla habitar león tour firmar nadar león vivo tomar tour bote pequeño hora maravilloso hora tour oportunidad snorkel león almuerzo hermoso playa aprender historia largo del camino izquierda alquiler bote traje neopreno hacer agua frío llegar isla león roca toque agua bebé bebé vengar poner cabeza hembra nadar atrás bebé querer jugar experiencia maravilloso recomendar,58
La Paz,,trip,,La mejor experiencia turística en Isla Espíritu Santo. Visita imprescindible a la isla. Excelente recorrido. Realmente disfruté. Muy recomendable. Nadamos en islotes. Incluso vimos ballenas jorobadas. Regresar. Paz.,,la mejor experiencia turística en isla espíritu santo visita imprescindible a la isla excelente recorrido realmente disfruté muy recomendable nadamos en islotes incluso vimos ballenas jorobadas regresar paz,28,False,es,es,mejor experiencia turístico isla espíritu santo visita imprescindible isla excelente recorrido realmente disfrutar recomendable nadar islote incluso ver ballena jorobado regresar paz,22
La Paz,,trip,,paz tomó un bote pequeño local para ir a isla espíritu santo botes bien organizados asequible experimentado capitán guía amigable toma una hora obtener cosas de la isla vistas barco de la isla fantástico snorkeling focas almuerzo en la playa proporcionado playas del capitán isla como un sueño,,paz tomó un bote pequeño local para ir a isla espíritu santo botes bien organizados asequible experimentado capitán guía amigable toma una hora obtener cosas de la isla vistas barco de la isla fantástico snorkeling focas almuerzo en la playa proporcionado playas del capitán isla como un sueño,48,False,es,es,paz tomar bote pequeño local isla espíritu santo bote organizar asequible experimentar capitán guía amigable toma hora obtener isla vista barco isla fantástico snorkeling foca almuerzo playa proporcionar playa del capitán isla sueño,33
